lex	word	POS	род	падеж	число	вид	переходность	время	наклонение	лицо	форма прилагательных	залог	степень сравнения
однажды	однажды	ADV											
давать	дал	V	муж		ед	сов	пе	прош	изъяв				
он	он	SPRO	муж	им	ед					3-л			
я	мне	SPRO		пр	ед					1-л			
шутя	шутя	ADV											
пощечина	пощечину	S	жен	вин	ед								
шутя	шутя	ADV											
прострелить	прострелил	V	муж		ед	сов	пе	прош	изъяв				
я	мне	SPRO		пр	ед					1-л			
вот	вот	PART											
этот	эту	APRO	жен	вин	ед								
фуражка	фуражку	S	жен	вин	ед								
шутя	шутя	ADV											
давать	дал	V	муж		ед	сов	пе	прош	изъяв				
сейчас	сейчас	ADV											
по	по	PR											
я	мне	SPRO		пр	ед					1-л			
промах	промах	S	муж	вин	ед								
теперь	теперь	ADV											
и	и	CONJ											
я	мне	SPRO		пр	ед					1-л			
приходить	пришла	V	жен		ед	сов	нп	прош	изъяв				
охота	охота	ADV											
пошутить	пошутить	V				сов	нп		инф				
с	с	PR											
этот	этим	APRO	муж	дат	мн								
слово	словом	S	сред	твор	ед								
он	он	SPRO	муж	им	ед					3-л			
хотеть	хотел	V	муж		ед	несов	пе	прош	изъяв				
в	в	PR											
я	меня	SPRO		вин	ед					1-л			
прицеливаться	прицелиться	V				сов	нп		инф				
при	при	PR											
она	ней	SPRO	жен	пр	ед					3-л			
маша	маша	S	жен	им	ед								
бросаться	бросилась	V	жен		ед	сов	нп	прош	изъяв				
к	к	PR											
его	его	APRO	жен	пр	мн								
нога	ногам	S	жен	дат	мн								
вставать	встань	V			ед	сов	нп		пов	2-л			
маша	маша	S	жен	им	ед								
стыдно	стыдно	ADV											
закричать	закричал	V	муж		ед	сов	нп	прош	изъяв				
я	я	SPRO		им	ед					1-л			
в	в	PR											
бешенство	бешенстве	S	сред	пр	ед								
а	а	CONJ											
вы	вы	SPRO		им	мн					2-л			
сударь	сударь	S	муж	им	ед								
переставать	перестанете	V			мн	сов	нп	непрош	изъяв	2-л			
ли	ли	PART											
издеваться	издеваться	V				несов	нп		инф				
над	над	PR											
бедный	бедной	A	жен	пр	ед						полн		
женщина	женщиной	S	жен	твор	ед								
быть	будете	V			мн		нп	непрош	изъяв	2-л			
ли	ли	PART											
вы	вы	SPRO		им	мн					2-л			
стрелять	стрелять	V				несов	пе		инф				
или	или	CONJ											
нет	нет	PART											
не	не	PART											
быть	буду	V			ед		нп	непрош	изъяв	1-л			
отвечать	отвечал	V	муж		ед	несов	нп	прош	изъяв				
сильвио	сильвио	S	муж	пр	мн								
я	я	SPRO		им	ед					1-л			
довольный	доволен	A	муж		ед						кр		
я	я	SPRO		им	ед					1-л			
видеть	видел	V	муж		ед	несов	пе	прош	изъяв				
твой	твое	APRO	сред	вин	ед								
смятение	смятение	S	сред	вин	ед								
твой	твою	APRO	жен	вин	ед								
робость	робость	S	жен	вин	ед								
я	я	SPRO		им	ед					1-л			
заставлять	заставил	V	муж		ед	сов	пе	прош	изъяв				
ты	тебя	SPRO		вин	ед					2-л			
выстреливать	выстрелить	V				сов	пе		инф				
по	по	PR											
я	мне	SPRO		пр	ед					1-л			
с	с	PR											
я	меня	SPRO		вин	ед					1-л			
довольно	довольно	ADV											
быть	будешь	V			ед		нп	непрош	изъяв	2-л			
я	меня	SPRO		вин	ед					1-л			
помнить	помнить	V				несов	пе		инф				
предавать	предаю	V			ед	несов	пе	непрош	изъяв	1-л			
ты	тебя	SPRO		вин	ед					2-л			
твой	твоей	APRO	жен	пр	ед								
совесть	совести	S	жен	пр	ед								
тут	тут	ADVPRO											
он	он	SPRO	муж	им	ед					3-л			
было	было	PART											
выходить	вышел	V	муж		ед	сов	нп	прош	изъяв				
но	но	CONJ											
останавливаться	остановился	V	муж		ед	сов	нп	прош	изъяв				
в	в	PR											
дверь	дверях	S	жен	пр	мн								
оглянуться	оглянулся	V	муж		ед	сов	нп	прош	изъяв				
на	на	PR											
прострелить	простреленную	V	жен	вин	ед	сов	пе	прош	прич		полн	страд	
я	мною	SPRO		твор	ед					1-л			
картина	картину	S	жен	вин	ед								
выстреливать	выстрелил	V	муж		ед	сов	пе	прош	изъяв				
в	в	PR											
она	нее	SPRO	жен	вин	ед					3-л			
почти	почти	ADV											
не	не	PART											
целиться	целясь	V				несов	нп	непрош	деепр				
и	и	CONJ											
скрываться	скрылся	V	муж		ед	сов	нп	прош	изъяв				
жена	жена	S	жен	им	ед								
лежать	лежала	V	жен		ед	несов	нп	прош	изъяв				
в	в	PR											
обморок	обмороке	S	муж	пр	ед								
человек	люди	S	муж	им	мн								
не	не	PART											
сметь	смели	V			мн	несов	нп	прош	изъяв				
он	его	SPRO	муж	вин	ед					3-л			
останавливать	остановить	V				сов	пе		инф				
и	и	CONJ											
с	с	PR											
ужас	ужасом	S	муж	твор	ед								
на	на	PR											
он	него	SPRO	муж	вин	ед					3-л			
глядеть	глядели	V			мн	несов	пе	прош	изъяв				
он	он	SPRO	муж	им	ед					3-л			
выходить	вышел	V	муж		ед	сов	нп	прош	изъяв				
на	на	PR											
крыльцо	крыльцо	S	сред	вин	ед								
кликнуть	кликнул	V	муж		ед	сов	пе	прош	изъяв				
ямщик	ямщика	S	муж	вин	ед								
и	и	CONJ											
уезжать	уехал	V	муж		ед	сов	нп	прош	изъяв				
прежде	прежде	ADV											
чем	чем	CONJ											
успевать	успел	V	муж		ед	сов	нп	прош	изъяв				
я	я	SPRO		им	ед					1-л			
опоминаться	опомниться	V				сов	нп		инф				
граф	граф	S	муж	им	ед								
замолчать	замолчал	V	муж		ед	сов	нп	прош	изъяв				
такой	таким	APRO	муж	дат	мн								
образ	образом	S	муж	твор	ед								
узнавать	узнал	V	муж		ед	сов	пе	прош	изъяв				
я	я	SPRO		им	ед					1-л			
конец	конец	S	муж	вин	ед								
повесть	повести	S	жен	пр	ед								
кой	коей	APRO	жен	пр	ед								
начинать	начало	V	сред		ед	сов	пе	прош	изъяв				
некогда	некогда	ADVPRO											
так	так	ADVPRO											
поражать	поразило	V	сред		ед	сов		прош	изъяв				
я	меня	SPRO		вин	ед					1-л			
с	с	PR											
герой	героем	S	муж	твор	ед								
оный	оной	APRO	жен	пр	ед								
уже	уже	ADV											
я	я	SPRO		им	ед					1-л			
не	не	PART											
встречаться	встречался	V	муж		ед	несов	нп	прош	изъяв				
сказывать	сказывают	V			мн	несов	пе	непрош	изъяв	3-л			
что	что	CONJ											
сильвио	сильвио	S	муж	пр	мн								
